Medio	Pregunta
Página	Quisiera saber cómo van a funcionar los cursos de extensión para el segundo semestre de 2020. Muchas gracias.
Página	¿donde se encuentra el registro completo de las obras de arte que hacen parte del campus universitario?
Página	Felicitaciones estan haciendo una buena gestión . Sigan adelante
Página	La comida de los comedores es deliciosa.
Página	¿ Cuando planean arreglar los laboratorios de química? Ya ha pasado que se filtra agua y es peligroso. De igual forma el edificio de Farmacia tiene orden de demolición, ¿cuándo planean empezar el nuevo edificio ( además también se filtra el agua)?
Página	Cómo hacer para solicitar reubicación socioeconómica y en qué influye la pandemia en el pago de matrícula
Página	Como va la Universidad en perspectiva de género para las Clases de ingeniería??
Página	Buenas tardes, me gustaría saber si ya se ha evaluado que va a pasar con la parte práctica de las carreras de ciencias de la salud en los siguientes semestres, gracias.
Página	Qué planes se tienen para mitigar la crisis económica durante la pandemia? ¿De realizarse un semestre virtual, se realizarían descuentos en la matrícula?
Página	¿Cómo se puede acceder a las materias de un postgrado en lugar de hacer el trabajo de grado, cuando estamos a punto de terminar nuestro pregrado?, Gracias
Página	La administración de la universidad debería implementar un sistema de desinfección para el ingreso peatonal a la universidad
Página	Cuando generan la matrícula para el semestre que empieza en agosto?
Página	¿Qué garantías se piensan establecer para el semestre 2020-2s, si este tuviera que ser 100% virtual?
Página	¿Cuando va a ser la siguiente convocatoria para trabajar de planta en la universidad?
Página	¿Cuando te abren la U para pregrado completamente?
Página	¿La universidad se regirá por las decisiones tomadas por el gobierno para el regreso de los estudiantes al campus? o tomará medidas de forma autonoma.
Página	¿Qué planes se tienen para mitigar la crisis económica durante la pandemia? ¿De realizarse un semestre virtual, se realizarían descuentos en la matrícula?
Página	Mi nombre es Juan Sebastián Suárez Niño, recién graduado de medicina de la UNAL 2020-1. La presente es para solicitar información sobre el programa de posgrado de medicina interna y el proceso de selección. Adicionalmente para averiguar sobre la admisión automática a la especialidad de Medicina Interna, sin embargo también quisiera saber sobre los planes de aplazamiento de cupo por si deba realizar el rural, o si por ejemplo me gustaría primero trabajar un periodo de tiempo para adquirir experiencia y habilidades en el tema laboral antes de ingresar a la residencia por admisión automática, saber si es posible y hasta que límite de tiempo se puede hacer. Me interesa saber si puedo presentarme para Admisión automática en 6 meses o un año, o si debo presentarme ahora y aplazar el cupo para después.
Página	Para que sirve esta aplicación?
Página	Cómo se evalúa por parte de la administración de la Sede, la participación de los estamentos e instancias de la universidad, en el diseño y/o ejecución de políticas públicas. ¿Cuál es el balance a la fecha? ¿sí pudiese mejorarse, en que lo haríamos y por qué?
Página	¿Qué garantías se piensan establecer para el semestre 2020-2s, si este tuviera que ser 100% virtual?
Página	¿Cómo se puede verificar el proceso de contratación y obras de los edificios que pertenecen a la Facultad de Artes?
Página	Mi nombre es Juan Sebastián Suárez Niño, recién graduado de medicina de la UNAL 2020-1. La presente es para solicitar información sobre el programa de posgrado de medicina interna y el proceso de selección. Adicionalmente para averiguar sobre la admisión automática a la especialidad de Medicina Interna, sin embargo también quisiera saber sobre los planes de aplazamiento de cupo por si deba realizar el rural, o si por ejemplo me gustaría primero trabajar un periodo de tiempo para adquirir experiencia y habilidades en el tema laboral antes de ingresar a la residencia por admisión automática, saber si es posible y hasta que límite de tiempo se puede hacer. Me interesa saber si puedo presentarme para Admisión automática en 6 meses o un año, o si debo presentarme ahora y aplazar el cupo para después.
Página	¿Cómo se ha invertido el presupuesto destinado a Marengo, CEUNP y demás centros de investigación agropecuario que posee la universidad?
Página	Además de las iniciativas de algunas facultades por abrir el contenido de su producción académica. ¿cuáles son las principales acciones de la UNC para fomentar una cultura de ciencia abierta en la comunidad universitaria? ¿podemos pensar que la Universidad pueda ser la primera en Colombia en tener una política integral de ciencia abierta en Colombia y una de las primeras en Latino América?
Página	¿Cómo saber si estoy inscrito en la prueba clasificadora de inglés?
Página	¿Qué nivel porcentual de pérdida de semestre por PAPA menor a 3.0 en pregrado a habido en los últimos años? ¿Cuáles son las carreras con mayor deserción?
Página	¿Cómo se ha invertido el presupuesto destinado a Marengo, CEUNP y demás centros de investigación agropecuario que posee la universidad?
Página	¿Que sucedió con el, programa de gestores de convivencia ante la pandemia, ya que varios estudiantes en el estado de elegibles, dentro de los cupos propuestos no han podido ingresar al programa, y que alternativas hay disponibles para ellos?
Página	Mi papá perdió el trabajo por cuenta de la crisis actual, qué trámite tengo que hacer para solicitar reubicación socioeconomica?, gracias
Página	Cuando estara terminala obra en el leon de greiff, di es que se puede pudo iniciar este año. este añi
Página	Hasta que punto van a implementar una adaptación interna de la ley antitramites para disminuir la necesidad de papeleos en los procesos de la universidad o en su defecto que sean 100% virtuales. ?
Página	¿Qué medidas de bioseguridad planea tomar la sede Medellín para una posible reapertura? ¿Será opcional dar clase semipresencial? ¿Cómo continúa, debido a la cuarentena, el cuidado del Arboretum y el Palemtum?
Página	¿Que porcentaje de los estudiantes de ingeniería de sistemas logra una pasantía en alguna de las grandes compañías como Google, Microsoft, Facebook etc?
Página	Hasta que punto van a implementar una adaptación interna de la ley antitramites para disminuir la necesidad de papeleos en los procesos de la universidad o en su defecto que sean 100% virtuales. ?
Página	no tengo ningun comentario
Página	¿Por qué es tan difícil entender las plataformas virtuales ? Tampoco encuentro información sobre intersemestrales
Página	Teniendo en cuenta que hay cursos dónde hay más de 60 personas, ¿Qué medidas se van a tomar al respecto? ¿Ofertaran todos los cursos?
Página	Cuando ponen la tienda Unal en palmira
Página	Quisiera saber cuando se permitira el ingreso de los tesistas de maestría a la Universidad, pues no he podido adelantar una parte practica de mi trabajo de grado
Página	Se puede hacer salidas de campo el semestre que viene ?
Página	Se puede hacer salidas de campo el semestre que viene ?
Página	¿Qué es lo de la UNALcuenta? La verdad me llegan correos pero pues no sé qué es ni en qué consiste
Página	Quiero saber con qué presupuesto se cuenta para mantenimiento de equipos. Cuando la Universidad adquiere un equipo de laboratorio para docencia o investigación, se le asigna un presupuesto para mantenimiento preventivo o correctivo o se espera a que se dañe para mirar qué se hace?
Página	¿Cuándo se habilitará la entrada al campus?
Página	¿Como se proyecta la articulación de la universidad con otros actores locales?(empresa, estado, IES)
Página	¿Habrán alivios/ayudas para el pago de matrícula 2020 -1?
Página	¿Qué cambiará en la universidad después de la situación ocasionada por la pandemia?
Página	¿Qué cambiará en la universidad después de la situación ocasionada por la pandemia?
Página	Cuantos laboratorios de la universidad prestan servicios a terceros para financiación y extensión
Página	¿Si hago cambio de carrera tendría problemas con programas como jóvenes en acción?, ¿como puedo realizar cambio de carrera?
Página	Se tiene la informacion discriminada de a que carreras se presentan las personas en programas de postgrado?
Página	¿Es posible volver a la universidad para clases presenciales en 2020-2?
Página	¿Cuándo estará de nuevo habilitado el auditorio León de Greiff?, teniendo en cuanta las obras actuales y la coyuntura.
Página	Excelente Me encanta todos los implementos de la tienda universitaria
Página	Buenas tardes, quisiera saber si actualmente se está realizando el trámite para la expedición de carnet estudiantil, de ser así, quisiera saber qué debo hacer, gracias
Página	¿Se está planeando una estrategia para volver al campus de manera segura?
Página	"Quisiera conocer los avances en temas de "" bienestar docente"" en el tiempo de cuarentena?"
Página	Frente al tema del vegetarianismo ¿se ha hecho seguimiento a quienes prestan el servicio, para garantizar que el almuerzo vegetariano sea balanceado y de calidad? ¿Habrán almuerzos veganos?
Página	Por el momento no tengo comentarios a hacer
Página	Si vamos a clases semipresenciales ¿cómo será la dinámica con las salidas de campo?
Página	Como obtengo el carné de egresado, hace meses diligencié formulario de solicitud y nunca recibí respuesta
Página	¿Qué tanto dinero en servicios de agua luz etc se ha ahorrado y qué se va a hacer con ese dinero?
Página	¿Por qué a la hora de elegir decano de facultad, no se tiene en cuenta el número de votos de los etsudiantes? ¿Por qué así la decisión de los estudiantes sea la mayoritaria, nunca se tiene en cuenta?
Página	En la socializaciòn del PGD hice muchas preguntas y nunca recibí respuesta. Asì que mi primera pregunta es que pasó con las dudas que plantee?
Página	En la socializaciòn del PGD hice muchas preguntas y nunca recibí respuesta. Asì que mi primera pregunta es que pasó con las dudas que plantee?
Página	Cuando vuelven los entrenamientos de Fútbol en el campus?
Página	La universidad debe ser ejemplo para la sociedad, las otras universidades están esperando que hacemos para imitarla, por eso las decisiones que se tomen deben ser humanas y dignas para todos los estudiantes, por que no han prestado los computadores que tiene la U a los estudiantes que los necesitan?
Página	Que buena página
Página	La Universidad, ¿qué está haciendo y qué planes tiene con los egresados del PEAMA?
Página	Por qué tienen tal olvidada la facultad de Veterinaria, cómo nos piensan garantizar las prácticas cuándo hay semestres en la carrera que son netamente prácticos, me preocupa que estoy próximo a graduarme y salir educado de un manera mediocre.
Página	Yo me retire hace 4 años de ingeniería industrial, ahora estoy en Agronomia ¿todavia puedo pedir convalidación de materias?
Página	¿Porqué en los procesos de contratación de bienes a través de medios como Colombia compra eficiente, los compradores, no son las mismas personas quienes autorizan lo que se debe comprar y en qué cantidades, causando un retraso de los procesos?
Página	Quisiera saber que va a pasar en el otro semestre con respecto a la universidad y la vida académica?
Página	¿Porqué en los procesos de contratación de bienes a través de medios como Colombia compra eficiente, los compradores, no son las mismas personas quienes autorizan lo que se debe comprar y en qué cantidades, causando un retraso de los procesos?
Página	Quisiera saber que va a pasar en el otro semestre con respecto a la universidad y la vida académica?
Página	¿Cómo va el proceso de rehabilitación del edificio de artes? ¿Habrá edificio para arquitectura?
Página	Que costo tienen los derechos de grado para el programa de Maestría en Ingeniería - Infraestructura y sistemas de transporte
Página	¿Como se da el sistema de recolección de residuos peligrosos dentro de la Universidad? ¿A donde son llevados? y ¿Como se eliminan? ¿Qué ente administrativo hace este proceso en la U?
Página	Que tan efectivo esta resultando las clases virtuales para comunidad universitaria
Página	Frente a la situación de pandemia, y dada la reducida capacidad de cupos de actividades como teatro o deporte en el marco institucional ¿qué estrategias tomará la universidad para que se hagan efectivas durante la cuarentena?
Página	¿Se está invirtiendo esfuerzo y recursos a la reparación de la infraestructura deportiva del campus, especialmente a los muros de tenis que están bastante deteriorados?
Página	¿Qué va a pasar con las matrículas de estudiantes que tenían una carga de créditos alta, con un componente práctico, el cual se suspendió por completo?
Página	Teniendo en cuenta la coyuntura a nivel mundial, ¿cómo podemos fortalecer los lazos con la sociedad desde el apoyo a la economía local?
Página	La UNAL está en riesgo de tener una deserción muy grande el siguiente semestre, se planean algunas medidas para mitigar esto?
Página	¿En cuales universidades de Medellín se puede hacer movilidad académica?
Página	¿A partir de qué semestre puedo hacer movilidad académica?
Página	¿Cómo puedo saber cuáles son los grupos de investigación a los que puedo pertenecer en la facultad de arquitectura?
Página	Quiero saber si pierdo la calidad de estudiante por no pagar la matricula a tiempo, cuanto plazo tengo para reingresar a la universidad. Gracias por responder.
Página	¿Cuál es el protocolo a seguir en el tema de admisión a nuevos estudiantes tanto en pregrado como posgrado en el segundo semestre de 2020? ¿Se espera ser normal o ya tienen una planeación estratégica?
Página	¿Qué fechas se tienen previstas para el inicio del calendario académico 2020-2?
Página	Que va a pasar con el semestre 2020 - 2
Página	Que va a pasar con el semestre 2020 - 2
Página	¿Que sucedió con la TIUN? ¿se generará una nueva credencial con las funciones que se tenían pensadas para la TIUN? (Uso en el SITP, préstamo de libros...)
Página	¿la universidad ya ha considerado hacer el semestre 2020 - II de forma semipresencial?
Página	¿Que medidas tomará la universidad para asegurar la calidad académica el próximo semestre?
Página	¿Cual es el protocolo para clases de música colectivas metodología Suzuki?
Página	Como egresado, me siento muy feliz de poder contar con una tienda universitaria que me ofrece elementos representativos de mi universidad y que me permite llevar a la UNAL no solo en mi corazón sino también en mi ropa.
Página	que carreras ofrece la universidad para la población víctima del conflicto armado
Página	"Cordial saludo Si en verdad la Unal es transparencia, les pregunto porqué no se me ha respondido un reclamo que remití por este medio acerca del procedimiento ""sospechoso"" que ejecuta la Unal para otorgar ayudas o auxilios a la población en condición de discapacidad vinculada a esta institución, y cuyo(s) funcionarios a cargo no se dignan divulgar los parámetros que rigen la escala de severidad de tal condición de discapacidades que validen o avalen la entrega de las respectivas ayudas a la población mencionada. Sigo a la espera de ""una respuesta transparente"" de parte de quien corresponda. Mil gracias !!!"
Página	¿Qué esta haciendo la Universidad para conseguir practicas y pasantías dignas para sus estudiantes? En Ciencias Humanas son escasas las practicas pagas y el trabajo que se desempeña en las mismas, la mayoría del tiempo, es de sistematización y nada tiene que ver con el pregrado.
Página	¿Como van los plazos de las obras de edificios como Aulas de Ciencias y el edificio de Arquitectura?
Página	¿A qué laboratorios se puede tener acceso en la universidad y en qué condiciones se puede ingresar a ellos con las nuevas medidas de apertura del gobierno y de la institución?
Página	Quisiera saber qué deben hacer los aspirantes que compraron el pin para presentar el examen que se realizaría este periodo para ingresar en 2020-2 pero que planeaban guardar su puntaje para ingresar en 2021-1. ¿Se debe hacer algún procedimiento o pueden guardar su pin para presentarse de ser posible según la situación actual el siguiente semestre?
Página	Excelente este tipo de retroalimentación en el sistema de comunicación y divulgación de nuestra alma mater
Página	¿Cómo se llevará a cabo la clasificación del nivel del inglés para los estudiantes admitidos en el período 2020-1s? ¿Se tiene pensado hacerse?
Página	¿Cómo se está haciendo la supervisión de los recursos destinados a las reformas en las instalación de la universidad?.
Página	quisiera saber si han tomado una decisión frente al semestre y su continuación. gracias por su atención
Página	Se tiene alguna decisión sobre si el próximo semestre sera virtual o presencial??
Página	Qué proyectos de infraestructura se van a realizar en la UN particularmente en la sede Bogotá en los próximos años? Existe un plan de inversión al que pueda acceder la comunidad? Muchas gracias.
Página	¿La Universidad hará descuentos y/o exoneración de matriculas para el 2020-2s? Y si es así ¿a partir de que monto se aplicará o es para todas las carreras sin importar su estudio socio-económico?
Página	Como esta financiando matriculas estudiantiles a comunidad universitaria en este confinamiento? Que actividades y cursos certificados esta dictando la universidad Nacional que sean gratuitos ,que sirvan para cuando regresemos a la universidad?
Página	De cara a la pandemia producida por el COVID 19 ¿cuales serán las prioridades de inversión de recursos en los próximos meses ?, ¿se seguirá la con la construcción de los edificios y recuperación de los que se encuentran en mal estado ?
Página	Buenas.hace días escribí por que estoy interesado en una camisetas y un buzo.pero me dijeron que estaba cerrado por el covi . Que ha pasado ya están laborando?
Página	que pasa con los resultados saberpro de la UNAL, la institucion deberia ser lider en todos los nucleos de conocimiento, que pasa, los profesores estan en su zona de confort?, ya no tienen el nivel academico para formar estudiantes competitivos y lideres?
Página	que pasa con los resultados saberpro de la UNAL, la institucion deberia ser lider en todos los nucleos de conocimiento, que pasa, los profesores estan en su zona de confort?, ya no tienen el nivel academico para formar estudiantes competitivos y lideres?
Página	¿Como piensan hacer cumplir las medidas de bioseguridad dentro de la universidad despues del reingreso?
Página	¿Que tipo de apoyo o modificación a la matricula de pre grado 2020-2 se hará, como se postula a los apoyos ? ¿Como se garantizará el cuidado de la salud a los chicos que tenga que deban ir al campus?
Página	Buenos días, durante el tiempo que he sido miembro de la comunidad UNAL (8 años) he escuchado seguido que estamos en déficit, que no hay el dinero suficiente, y es allí que me he preguntado como han hecho año a año cada administración para lograr funcionar, que han recortado?, que prestamos han tenido que hacer?, a quien se le esta debiendo?, de donde han sacado dinero para cubrir los gastos?, que han sacrificado económicamente para funcionar? Se ve la mala tenencia de Edificios, pero no dice de otras cosas, pareciera ocultarse algo, quisiera mayor claridad en todo esto, Gracias.
Página	Buenos días, durante el tiempo que he sido miembro de la comunidad UNAL (8 años) he escuchado seguido que estamos en déficit, que no hay el dinero suficiente, y es allí que me he preguntado como han hecho año a año cada administración para lograr funcionar, que han recortado?, que prestamos han tenido que hacer?, a quien se le esta debiendo?, de donde han sacado dinero para cubrir los gastos?, que han sacrificado económicamente para funcionar? Se ve la mala tenencia de Edificios, pero no dice de otras cosas, pareciera ocultarse algo, quisiera mayor claridad en todo esto, Gracias.
Página	Buenos días, durante el tiempo que he sido miembro de la comunidad UNAL (8 años) he escuchado seguido que estamos en déficit, que no hay el dinero suficiente, y es allí que me he preguntado como han hecho año a año cada administración para lograr funcionar, que han recortado?, que prestamos han tenido que hacer?, a quien se le esta debiendo?, de donde han sacado dinero para cubrir los gastos?, que han sacrificado económicamente para funcionar? Se ve la mala tenencia de Edificios, pero no dice de otras cosas, pareciera ocultarse algo, quisiera mayor claridad en todo esto, Gracias.
Página	Buenos días, durante el tiempo que he sido miembro de la comunidad UNAL (8 años) he escuchado seguido que estamos en déficit, que no hay el dinero suficiente, y es allí que me he preguntado como han hecho año a año cada administración para lograr funcionar, que han recortado?, que prestamos han tenido que hacer?, a quien se le esta debiendo?, de donde han sacado dinero para cubrir los gastos?, que han sacrificado económicamente para funcionar? Se ve la mala tenencia de Edificios, pero no dice de otras cosas, pareciera ocultarse algo, quisiera mayor claridad en todo esto, Gracias.
Página	En vista del trastoque del calendario académico, no sería posible que la Universidad autorizara grados por ventanilla? Muchos cronogramas de tesis se vieron afectados y el aplaziento de los grados (de posgrados)solo fue de un mes y muchos no tendremos el tiempo suficiente para la evaluación de jurados y por ende nos tocará esperar hasta 2021 para obtener nuestros títulos. Gracias
Página	Hola, buenas tardes. Quisiera saber cuántos recursos se han recibido después del paro de 2019 y en qué se han invertido. Gracias.
Página	"(1) ¿Se reanudarán las actividades en todos los laboratorios?¿Cuándo? (2) ¿Qué se hará respecto a la situación de los laboratorios que se iban a ver durante el periodo 2020-1? ¿Cómo afectará la situación de los laboratorios al transcurso ordinario y progresivo de los pregrados? ¿Por qué se indico que no se cancelaran? (3) ¿Cómo va la UNAL con el proceso de cargué de información académica en el programa ""Jóvenes en acción""?"
Página	¿La tienda UN sigue activa pese a la situación actual? Si aun lo está ¿Como puedo ver el catalogo y comprar?
Página	¿La tienda UN sigue activa pese a la situación actual? Si aun lo está ¿Como puedo ver el catalogo y comprar?
Página	¿Cuanto se gasta la Universidad Nacional en los examenes de admisión? ¿No será mejor proponerle a los estadísticos y matemáticos de la U. que encuentre una correlación entre las pruebas del ICFES y el examen de admisión de la Universidad? De tal manera que por ejemplo para admitir estudiantes a ingeniería se utilicen factores que le den mayor valor a las matemáticas, y de manera similar con otros campos del conocimiento?
Página	¿Es posible que la Universidad vuelva a la presencialidad este año?, y, ¿Que tan factible es recibir a estudiantes extranjeros en el segundo semestre del mismo?
Página	¿Es posible que la Universidad vuelva a la presencialidad este año?, y, ¿Que tan factible es recibir a estudiantes extranjeros en el segundo semestre del mismo?
Página	¿Qué plan de acción existe frente a lo económico y en la calidad académica estudiantil, en esta situación de contingencia nacional? ¿la Universidad va a privar de recursos a las labores académicas estudiantiles?
Página	Gracias por propiciar éstos espacios
Página	¿Como se manejan los casos de detrimento del bien publico o de malgasto de recursos por parte de la UN? ¿En que canales podemos denunciar o investigar estos casos como parte de la comunidad UN?
Twitter	cada cuanto se realiza el proceso de rendición de cuentas?
Twitter	¿Los recursos de inversión y funcionamiento han cambiado con respecto a los anteriores años?
Twitter	Soy egresada y necesito enviar una carta en sobre sellado con mi certificado de notas para iniciar mi maestría en el exterior. ¿Cuándo será posible? La fecha límite en la universidad de destino es agosto
Twitter	¿Cuándo van a jubilar los computadores del CyT? Porqué la mitad de esos computadores no sirven y toca irse a otras salas que si tienen computadores funcionando
Twitter	Pregunta para participar en Audiencia Publica 11 de junio: Si desde hace años la UNAL está en déficit de sostenimiento, ¿cómo hace e hizo en 2019 para funcionar? ¿Quién le presta dinero? ¿de donde se saca lo que falta? a quien le queda debiendo, ¿cómo hace para seguir?
Twitter	"En lo escrito puedo exagerar, pues si hay unas excepciones como en techos; Ed. de Matemáticas y Medicina donde hay paneles solares, pero la UNAL no es líder en poseer manejo de aguas lluvias, pasillos iluminados con paneles solares, se instala mucho lo convencional!"
Twitter	", Indago: Porque no se aplica en toda obra, remodelación u obra civil dentro de las sedes en específico en Bogotá; proyectos con enfoque ambiental, ejemplo; baños con sistemas ahorradores de agua, techos y cubiertas con paneles solares, ¿vuelve y se instala lo mismo?"
Twitter	LaUNALCuenta ¿Piensan cambiar los restaurantes dentro de la U que son administrados por entes exteriores?
Twitter	#LaUNALCuenta y no cuenta que a diciembre del 2019 solo las instancias de nivel nacional dejaron de ejecutar 105 mil millones, es decir, solo ejecutaron el 30% de lo asignado. Qué se hizo con ese recurso porque, sino se gastó el año pasado y en este tampoco, ¿dónde está la plata?
Twitter	#LaUNALCuenta pero no cuenta que la sede Bogotá dejó de ejecutar cerca del 57% de lo asignado, no se tienen obras, se eliminaron profesores ocasionales, no se apoya a los estudiantes en la crisis. ¿Qué pasó con estos recursos? ¿Qué pasó con los recursos de la estampilla distrital?
Twitter	#LaUNALCuenta y no cuenta que los pocos recursos que se “invirtieron” fueron en reuniones con expertos, viáticos y contratistas para conceptuar y definir reformas de las no se conoce ni un borrador y de las cuales se ha definido su utilidad. Ni un documento publicado han sacado
Twitter	Aclaren porqué la admisión en el marco de la pandemia no tiene norma que la sustente, afectando a los jóvenes del país, les pidieron documentos que no tienen respaldo en las normas de la @UNALOficial
Twitter	porque canal puedo recibir asesoría para la homologación de materias?
Twitter	cuando van a dar los cronogramas o información sobre el proceso de admisión 2020-02?
Twitter	¿Por qué comenzaron a pedir el PMB para las convocatorias? El hecho de tener un alto PBM no necesariamente significa que la persona necesite menos el dinero. El que tenga la capacitación necesaria debería ser el ganador de la convocatoria independientemente #LaUNALCuenta
Twitter	¿De qué trata la construcción que se está haciendo junto al León de Greiff y el edificio de enfermería?
Twitter	¿Dónde se puede ver información sobre ese proyecto? #LAUNALCuenta
Twitter	Hola, ¿en estos momentos hay grupos donde se pueda hacer voluntariado en la Universidad? #LaUNALCuenta
Twitter	¿Habrá descuento de matrícula para el otro semestre? Sería muy bueno, dado que muchos estudiantes trabajamos para pagar nuestro semestre y, con la situación actual, la situación económica de muchos es precaria
Twitter	¿qué garantías proporcionarán el próximo semestre para aquellos con problemas económicos y sociales, así como para asegurar la calidad en un semestre virtual? #LaUNALCuenta
Twitter	¿que pasará con las prácticas que requerimos en carreras aplicadas y de la salud? #LaUNALCuenta
Twitter	¿Vamos a tener vacaciones?
Twitter	¿Qué va a pasar con los edificios que están bastante deteriorados y los que ya están cerrados? #LAUNALCuenta
Twitter	¿Qué medidas van a tomar para el regreso a clases presenciales? #LAUNALCuenta
Twitter	¿Cuándo van a entregar las obras que se llevan a cabo en el campus, como el edificio de Ciencias o la obra al lado de la torre de enfermería? #LAUNALCuenta
Twitter	¿Cómo se está financiando la universidad dentro de la emergencia sanitaria por COVID-19? #LAUNALCuenta
Twitter	¿En qué fecha se darán a conocer los resultados de admisión para el período 2020-2? #LaUNALCuenta
Twitter	¿cuándo inicia el proceso de inscripción para el 2021-1?
Twitter	Saludos! Como estudiante de la sede Medellín puedo enviar a mi hija a la escuela Unal pero, a partir de mi experiencia, pregunto: por qué la escuela no tiene un proyecto académico más articulado a la misión de la universidad? Pareciera que la escuela es una carga
Twitter	¿Habrá descuento de matrícula para el otro semestre? Sería muy bueno, dado que muchos estudiantes trabajamos para pagar nuestro semestre y, con la situación actual, la situación económica de muchos es precaria
Twitter	¿De qué trata la construcción que se está haciendo junto al León de Greiff y el edificio de enfermería?
Twitter	¿Dónde se puede ver información sobre ese proyecto? #LAUNALCuenta
Facebook	cuando saldrán los resultados de admitidos 2020-2!
Facebook	¿Qué tipo de estrategias se van a diseñar para recaudar fondos por concepto de la venta de servicios de la Universidad Nacional de Colombia - Sitio Oficial? ¿Qué nuevos productos o servicios diferentes a los actuales se piensan implementar para acceder a nuevos fondos que permitan realizar mantenimiento a infraestructura y apoyo a investigaciones?
Facebook	cuando saldrán los listados e información de los admitidos para 2020-2
Facebook	qué tipo de apoyos se les otorgará a los estudiantes de posgrados para el 2020-2 en el pago de matrícula?
Facebook	¿Cuáles son algunas de las estrategias que actualmente se están implementando para el acompañamiento en casa de los estudiantes en situación de discapacidad?
Facebook	¿Cuál es el balance de ingreso de personas con discapacidad y las acciones de inclusión que se hacen cada semestre en la Universidad?
Facebook	cuál será en manejo si en una práctica o pasantía un estudiante adquiere COVID-19? ¿Quien supervisaría esto? Gracias
Facebook	también tengo la duda sobre el proceso de admisión para 2020-2, ¿saldrán pronto los resultados de los admitidos? Y ¿bajo que condiciones e indicadores tomaron está decisión?
Facebook	para cuando un concurso docente para un relevo generacional, la universidad está llena de abuelos intocables que ya tendrían que estar jubilados, la universidad necesita gente joven con nuevas ideas
Facebook	cuando van a dar los resultados de los admitidos 2020-2?
Facebook	1. Es necesario pensar en la creación de una Escuela de Gobierno en la UNAL, que capitalice las diferentes reflexiones en torno al gobierno y las políticas públicas. 2. Los diferentes programas de perorado y postgrado de la UNAL están totalmente desconectados de sus egresados ¿Qué estrategia plantean para fortalecer la relación entre la Universidad y los egresados? #LaUNALCuenta
Facebook	Formalización de la planta al interior de la Universidad es importante para acabar con la burocracia de los contratistas
Facebook	En cuanto a los concursos de mérito para personal administrativo y teniendo en cuenta que estos se superan definitivamente tras la etapa de período de prueba, ¿cuándo se planea levantar la suspensión de estos períodos de prueba?
Facebook	¿Qué medidas se tienen previstas para cuándo se suspenda definitivamente la contratación de personas naturales de apoyo a la gestión, que se ha venido ampliando con diferentes circulares rectorales como la 006 de 2018?
Facebook	Hola alguien me puede informar cómo va a ser el proceso de admisiones, exámenes o pin para el 2021-1
Facebook	Cómo proyectan para el próximo semestre combatir la deserción de los estudiantes, teniendo en cuenta que la mayoría de los estudiantes pertenecen a los estratos 1,2 y 3 y a estudiantes PAES o PEAMA, especialmente afectados por la contingencia del COVID-19?
Facebook	"Qué espera las directivas de los funcionarios administrativos; a diferencia de compromiso, deseo de cambio y pertenencia etc etc.....en estos tiempos luego de los resultados obtenidos en estos momentos de Rendición de Cuentas considerando la situación actual que nadie previó y señala grandes retos. Muchas gracias por la atención"
Facebook	Se puede ampliar que significa el Enfoque de la sede Palmira como Sede Destino del Pacifico.....que implcaciones y efectos tiene ésta determinación para los funcionarios de la sede y el impacto para los estudiantes de Palmira, ciudades y municipios cercanos?
Facebook	¿Cómo son los procesos de contratación de todos estos proyectos en cada sede?, para no caer en clientelismos #LaUNALCuenta se tiene una mala fama de favorecer
Facebook	¿Qué pasará con los edificios en mal estado de la sede Bogotá? ¿cuándo empezaran sus restauraciones? #LaUNALCuenta
Facebook	Cómo van a incentivar a unas excelentes clases virtuales para el semestre 2020-2?
Facebook	Es importante responder a la posición que tienen las directrices superiores en entregar partes del campus de la universidad al Distrito #LaUNALCuenta
Facebook	Soy Egresado de l UN, porque la universidad no facilita la formación de sus egresados utilizando las TIC, es muy difícil hacer un posgrado porque son generalmente presenciales.
Facebook	Se puede ampliar que significa el Enfoque de la sede Palmira como Sede Destino del Pacifico... que implicaciones y efectos tiene esta determinación para los funcionarios de la sede y el impacto para los estudiantes de Palmira, ciudades y municipios cercanos?
Facebook	¿Cuántos y que programas académicos de pregrado y posgrado intersedes se desplegaron en el 2019?
Facebook	Un saludo especial. Consulta ¿A qué porcentaje asciende la deserción estudiantil 2019, global y de sedes?
Facebook	¿Cómo es la articulación regional con las otras universidades públicas? ¿Convocatorias conjuntas? ¿Reuniones de coordinación de acciones estratégicas? ¿Espacios de diálogo de las comunidades académicas? ¿O tenemos panoramas competitivos?
Facebook	No entendí la posición de la Vicerrectoría de la Sede Bogotá... ¿Esa parte de “presencia de la Universidad Nacional sede Bogotá” es con la idea de entregar los predios de la Universidad al distrito?
Facebook	¿Quisiera saber si el regreso a clase de la sede La Paz se realizara de la misma forma que el resto de las sedes? Esta duda la tengo por las características de la sede y la pequeña cantidad de estudiantes en comparación con la sede Bogotá, Medellín o Manizales.
Facebook	¿Ya contestaron cómo se verá el segundo semestre del 2020?
Facebook	¿Qué va a pasar con el concurso profesoral de la sede La Paz?
Facebook	¿Quisiera saber cómo va el proceso de la apertura de la Sede de la Universidad en Yopal?
Facebook	¿Quisiera saber cuáles son las estrategias que se han implementado para generar la primera experiencia profesional de los egresados PEAMA Orinoquia y de las otras sedes de presencia nacional? Gracias.
